file	order	reorder	algo_time	bdd_time	reorder_time	minterms	span	inputs	clauses	functions	mean (variables_in_functions)	standard deviation (variables_in_functions)	median (variables_in_functions)	total_posbile_symmetric	symmetric_percent	symmetric_continuos	maxnode	total
BankingSoftware	FORCE	CUDD_REORDER_WINDOW2		0	0.016	5.25823e+31	1747	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.779221	235	239
BankingSoftware	FORCE	CUDD_REORDER_WINDOW3		0.004	0.032	5.25823e+31	1747	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.779221	209	212
BankingSoftware	FORCE	CUDD_REORDER_WINDOW4		0.008	0.02	5.25823e+31	1747	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.779221	208	210
BankingSoftware	FORCE	CUDD_REORDER_ANNEALING		0	10.904	5.25823e+31	1747	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.779221	215	216
BankingSoftware	fujita	CUDD_REORDER_SIFT	0.0200000000	0.004	0.064	5.25823e+31	2963	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.655844	217	222
BankingSoftware	fujita	CUDD_REORDER_SYMM_SIFT	0.0200000000	0.004	0.072	5.25823e+31	2963	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.655844	210	218
BankingSoftware	fujita	CUDD_REORDER_WINDOW2	0.0200000000	0	0.032	5.25823e+31	2963	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.655844	223	234
BankingSoftware	fujita	CUDD_REORDER_WINDOW3	0.0200000000	0.004	0.036	5.25823e+31	2963	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.655844	220	228
BankingSoftware	fujita	CUDD_REORDER_WINDOW4	0.0200000000	0.004	0.02	5.25823e+31	2963	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.655844	219	225
BankingSoftware	fujita	CUDD_REORDER_ANNEALING	0.0200000000	0.004	11.532	5.25823e+31	2963	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.655844	217	222
BankingSoftware	netlist	CUDD_REORDER_SIFT	0.0000000000	0.004	0.056	5.25823e+31	4232	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.597403	217	222
BankingSoftware	netlist	CUDD_REORDER_SYMM_SIFT	0.0000000000	0.008	0.088	5.25823e+31	4232	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.597403	209	217
BankingSoftware	netlist	CUDD_REORDER_WINDOW2	0.0000000000	0.004	0.036	5.25823e+31	4232	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.597403	230	245
BankingSoftware	netlist	CUDD_REORDER_WINDOW3	0.0000000000	0.004	0.028	5.25823e+31	4232	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.597403	230	243
BankingSoftware	netlist	CUDD_REORDER_WINDOW4	0.0000000000	0.004	0.02	5.25823e+31	4232	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.597403	227	239
BankingSoftware	netlist	CUDD_REORDER_ANNEALING	0.0000000000	0	11.532	5.25823e+31	4232	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.597403	217	222
LinuxKernel_block	MINCE	CUDD_REORDER_SIFT	0.0000000000	0	0	1.22647e+15	450	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.75141	47	68
LinuxKernel_block	MINCE	CUDD_REORDER_SYMM_SIFT	0.0000000000	0	0.008	1.22647e+15	450	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.75141	47	68
LinuxKernel_block	MINCE	CUDD_REORDER_WINDOW2	0.0000000000	0	0	1.22647e+15	450	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.75141	49	75
LinuxKernel_block	MINCE	CUDD_REORDER_WINDOW3	0.0000000000	0	0.004	1.22647e+15	450	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.75141	49	74
LinuxKernel_block	MINCE	CUDD_REORDER_WINDOW4	0.0000000000	0.004	0.004	1.22647e+15	450	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.75141	49	71
LinuxKernel_block	MINCE	CUDD_REORDER_ANNEALING	0.0000000000	0	0.82	1.22647e+15	450	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.75141	47	74
LinuxKernel_block	mendonca	CUDD_REORDER_SIFT	0.0164316580	0	0.004	1.22647e+15	770	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.80791	46	70
LinuxKernel_block	mendonca	CUDD_REORDER_SYMM_SIFT	0.0164316580	0	0.004	1.22647e+15	770	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.80791	46	68
LinuxKernel_block	mendonca	CUDD_REORDER_WINDOW2	0.0164316580	0	0.004	1.22647e+15	770	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.80791	46	74
LinuxKernel_block	mendonca	CUDD_REORDER_WINDOW3	0.0164316580	0	0.004	1.22647e+15	770	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.80791	46	72
LinuxKernel_block	mendonca	CUDD_REORDER_WINDOW4	0.0164316580	0	0	1.22647e+15	770	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.80791	46	72
LinuxKernel_block	mendonca	CUDD_REORDER_ANNEALING	0.0164316580	0	0.744	1.22647e+15	770	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.80791	46	70
LinuxKernel_block	FORCE	CUDD_REORDER_SIFT		0	0.012	1.22647e+15	490	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.75141	46	72
LinuxKernel_block	FORCE	CUDD_REORDER_SYMM_SIFT		0	0	1.22647e+15	490	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.75141	46	69
LinuxKernel_block	FORCE	CUDD_REORDER_WINDOW2		0	0	1.22647e+15	490	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.75141	49	82
LinuxKernel_block	FORCE	CUDD_REORDER_WINDOW3		0.004	0	1.22647e+15	490	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.75141	48	67
LinuxKernel_block	FORCE	CUDD_REORDER_WINDOW4		0	0.004	1.22647e+15	490	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.75141	48	69
LinuxKernel_block	FORCE	CUDD_REORDER_ANNEALING		0	0.82	1.22647e+15	490	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.75141	46	72
LinuxKernel_block	fujita	CUDD_REORDER_SIFT	0.0000000000	0	0.004	1.22647e+15	908	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	2.0904	46	76
LinuxKernel_block	fujita	CUDD_REORDER_SYMM_SIFT	0.0000000000	0	0.008	1.22647e+15	908	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	2.0904	46	72
LinuxKernel_block	fujita	CUDD_REORDER_WINDOW2	0.0000000000	0	0	1.22647e+15	908	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	2.0904	70	107
LinuxKernel_block	fujita	CUDD_REORDER_WINDOW3	0.0000000000	0.004	0.004	1.22647e+15	908	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	2.0904	65	101
LinuxKernel_block	fujita	CUDD_REORDER_WINDOW4	0.0000000000	0	0.004	1.22647e+15	908	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	2.0904	64	100
LinuxKernel_block	fujita	CUDD_REORDER_ANNEALING	0.0000000000	0	0.8	1.22647e+15	908	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	2.0904	46	69
LinuxKernel_block	netlist	CUDD_REORDER_SIFT	0.0000000000	0	0.004	1.22647e+15	934	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.63842	46	76
LinuxKernel_block	netlist	CUDD_REORDER_SYMM_SIFT	0.0000000000	0	0.008	1.22647e+15	934	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.63842	46	71
LinuxKernel_block	netlist	CUDD_REORDER_WINDOW2	0.0000000000	0	0.004	1.22647e+15	934	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.63842	72	118
LinuxKernel_block	netlist	CUDD_REORDER_WINDOW3	0.0000000000	0.004	0	1.22647e+15	934	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.63842	69	114
LinuxKernel_block	netlist	CUDD_REORDER_WINDOW4	0.0000000000	0.004	0.004	1.22647e+15	934	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.63842	55	100
LinuxKernel_block	netlist	CUDD_REORDER_ANNEALING	0.0000000000	0	0.832	1.22647e+15	934	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	1770	8.19209	1.63842	46	72
Electronic Shopping	MINCE	CUDD_REORDER_SIFT	0.0700000000	0.016	0.292	4.52041e+49	1985	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	41905	1.79454	0.262499	515	839
Electronic Shopping	MINCE	CUDD_REORDER_SYMM_SIFT	0.0700000000	0.016	0.38	4.52041e+49	1985	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	41905	1.79454	0.262499	823	1491
Electronic Shopping	MINCE	CUDD_REORDER_WINDOW2	0.0700000000	0.012	0.124	4.52041e+49	1985	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	41905	1.79454	0.262499	524	901
Electronic Shopping	MINCE	CUDD_REORDER_WINDOW3	0.0700000000	0.008	0.12	4.52041e+49	1985	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	41905	1.79454	0.262499	511	861
Electronic Shopping	MINCE	CUDD_REORDER_WINDOW4	0.0700000000	0.016	0.14	4.52041e+49	1985	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	41905	1.79454	0.262499	502	857
Electronic Shopping	MINCE	CUDD_REORDER_ANNEALING	0.0700000000	0.012	167.4	4.52041e+49	1985	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	41905	1.79454	0.262499	515	839
Electronic Shopping	mendonca	CUDD_REORDER_SIFT	0.0178833000	0.008	1.14	4.52041e+49	3514	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	41905	1.79454	0.30068	781	3081
Electronic Shopping	mendonca	CUDD_REORDER_SYMM_SIFT	0.0178833000	0.016	1.252	4.52041e+49	3514	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	41905	1.79454	0.30068	1085	2197
Electronic Shopping	mendonca	CUDD_REORDER_WINDOW2	0.0178833000	0.008	0.744	4.52041e+49	3514	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	41905	1.79454	0.30068	1995	22870
Electronic Shopping	mendonca	CUDD_REORDER_WINDOW3	0.0178833000	0.012	0.716	4.52041e+49	3514	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	41905	1.79454	0.30068	1835	21964
Electronic Shopping	mendonca	CUDD_REORDER_WINDOW4	0.0178833000	0.016	0.8	4.52041e+49	3514	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	41905	1.79454	0.30068	1739	21196
Electronic Shopping	mendonca	CUDD_REORDER_ANNEALING	0.0178833000	0.02	317.008	4.52041e+49	3514	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	41905	1.79454	0.30068	734	857
