file	order	reorder	algo_time	bdd_time	reorder_time	minterms	span	inputs	clauses	functions	mean (variables_in_functions)	standard deviation (variables_in_functions)	median (variables_in_functions)	maxnode	total
../thesis/xml/REAL-FM-11.xml	FORCE	NONE		0.004	0	6400	305	67.0	77.0	2.0	55.97014925373134	62.267612074636276	55.97014925373134	103	155
../thesis/xml/REAL-FM-11.xml	narodyska	NONE	0.0200000000	0	0	6400	695	67.0	77.0	2.0	55.97014925373134	62.267612074636276	55.97014925373134	213	265
../thesis/xml/REAL-FM-11.xml	malik_level	NONE	0.0100000000	0	0	6400	613	67.0	77.0	2.0	55.97014925373134	62.267612074636276	55.97014925373134	172	280
../thesis/xml/REAL-FM-11.xml	fujii	NONE	0.0000000000	0	0	6400	505	67.0	77.0	2.0	55.97014925373134	62.267612074636276	55.97014925373134	110	269
../thesis/xml/REAL-FM-11.xml	fujita	NONE	0.0100000000	0	0	6400	362	67.0	77.0	2.0	55.97014925373134	62.267612074636276	55.97014925373134	88	192
../thesis/xml/REAL-FM-11.xml	mendonca	NONE	0.0066591560	0	0	6400	398	67.0	77.0	2.0	55.97014925373134	62.267612074636276	55.97014925373134	80	123
../thesis/xml/REAL-FM-11.xml	MINCE	NONE	0.0100000000	0	0	6400	258	67.0	77.0	2.0	55.97014925373134	62.267612074636276	55.97014925373134	81	85
../thesis/xml/REAL-FM-1.xml	malik_fanin	NONE	0.0200000000	0.004	0	1.65299e+13	504	88.0	113.0	1.0	100.0		100.0	155	155
../thesis/xml/REAL-FM-1.xml	FORCE	NONE		0.004	0	1.65299e+13	404	88.0	113.0	1.0	100.0		100.0	148	148
../thesis/xml/REAL-FM-1.xml	narodyska	NONE	0.0400000000	0.004	0	1.65299e+13	1077	88.0	113.0	1.0	100.0		100.0	397	397
../thesis/xml/REAL-FM-1.xml	malik_level	NONE	0.0100000000	0	0	1.65299e+13	1131	88.0	113.0	1.0	100.0		100.0	1942	1942
